Date/Time (PST),""" (5380') Paradise Wind",""" (5400') Paradise",""" (6410') Sunrise Base",""" (6880') Sunrise Upper",""" (10110') Camp Muir"
12/25/2015,,134.3,94.8,,
12/24/2015,,135.2,94,,
12/24/2015,,135.6,93.8,,
12/24/2015,,135.1,94,,
12/24/2015,,135.9,94.9,,
12/24/2015,,137,95.2,,
12/24/2015,,138,94.5,,
12/24/2015,,138.7,96.6,,
12/24/2015,,139.4,96.8,,
12/24/2015,,138.7,97.3,,
12/24/2015,,138.2,97.6,,
12/24/2015,,136.3,97.7,,
12/24/2015,,134.4,95.4,,
12/24/2015,,130.4,96.5,,
12/24/2015,,131.3,93.8,,
12/24/2015,,132.9,95.3,,
12/24/2015,,130.2,97,,
12/24/2015,,133.5,95.7,,
12/24/2015,,128.6,97.6,,
12/24/2015,,130,98.1,,
12/24/2015,,128.6,96.1,,
12/24/2015,,128.3,96.8,,
12/24/2015,,127.6,97.1,,
12/24/2015,,125,95.1,,
12/24/2015,,125.4,92.9,,
12/23/2015,,122.9,92.6,,
12/23/2015,,123.3,92.3,,
12/23/2015,,121.9,92.4,,
12/23/2015,,123,89.9,,
12/23/2015,,122.3,92.2,,
12/23/2015,,117.3,91,,
12/23/2015,,120.6,90.6,,
12/23/2015,,119.6,89.5,,
12/23/2015,,110.1,89.1,,
12/23/2015,,116.5,87.6,,
12/23/2015,,114.5,87.9,,
12/23/2015,,114.7,87.6,,
12/23/2015,,114.5,87.6,,
12/23/2015,,113.1,87.4,,
12/23/2015,,111.7,87.3,,
12/23/2015,,111.6,140.6,,
12/23/2015,,109.5,86.2,,
12/23/2015,,107.8,84.7,,
12/23/2015,,109.6,85.3,,
12/23/2015,,107.4,83.7,,
12/23/2015,,106,82.3,,
12/23/2015,,105.4,81.8,,
12/23/2015,,103.6,82.1,,
12/23/2015,,103,82,,
12/22/2015,,103.3,81.9,,
12/22/2015,,101.8,81.7,,
12/22/2015,,101.8,81.3,,
12/22/2015,,105.2,82.2,,
12/22/2015,,105.7,82.5,,
12/22/2015,,106.7,83.6,,
12/22/2015,,105.2,83.9,,
12/22/2015,,106.5,83.7,,
12/22/2015,,104.3,84.3,,
12/22/2015,,105.3,84.4,,
12/22/2015,,101.5,84.5,,
12/22/2015,,105.5,85,,
12/22/2015,,107.4,85.6,,
12/22/2015,,105.4,86,,
12/22/2015,,106.6,85.2,,
12/22/2015,,106.5,84.8,,
12/22/2015,,98.5,84.4,,
12/22/2015,,95.8,82.4,,
12/22/2015,,96.7,83.1,,
12/22/2015,,103.8,83.2,,
12/22/2015,,99.8,82.7,,
12/22/2015,,101.5,81.3,,
12/22/2015,,101.7,81.5,,
12/22/2015,,100.2,79.9,,
12/21/2015,,100.2,79,,
12/21/2015,,95.6,79,,
12/21/2015,,98.4,79.6,,
12/21/2015,,97,78.5,,
12/21/2015,,95.9,77.1,,
12/21/2015,,95.6,76,,
12/21/2015,,94.6,74.8,,
12/21/2015,,95.4,73.6,,
12/21/2015,,92.3,72.5,,
12/21/2015,,92,70.4,,
12/21/2015,,92.9,70.7,,
12/21/2015,,91,70.7,,
12/21/2015,,92,70.7,,
12/21/2015,,92.4,70.6,,
12/21/2015,,91.8,70.3,,
12/21/2015,,91.5,69.5,,
12/21/2015,,93.6,70.1,,
12/21/2015,,91.3,69.89,,
12/21/2015,,86.1,69.76,,
12/21/2015,,89,70.1,,
12/21/2015,,89.5,69.89,,
12/21/2015,,90.2,69.5,,
12/21/2015,,87.7,69.5,,
12/21/2015,,89.5,69.5,,
12/20/2015,,88.6,70,,
12/20/2015,,87.7,69.63,,
12/20/2015,,87.7,69.96,,
12/20/2015,,82.5,69.8,,
12/20/2015,,84.1,69.93,,
12/20/2015,,86.3,70.1,,
12/20/2015,,87.3,70.6,,
12/20/2015,,85.7,70.6,,
12/20/2015,,86,69.25,,
12/20/2015,,86.5,68.26,,
12/20/2015,,85.3,69.17,,
12/20/2015,,81.7,68.7,,
12/20/2015,,85,66.92,,
12/20/2015,,83.8,66.73,,
12/20/2015,,83.8,67.19,,
12/20/2015,,84.2,66.99,,
12/20/2015,,82.5,67.19,,
12/20/2015,,83.2,67.12,,
12/20/2015,,84,66.53,,
12/20/2015,,84.6,66.46,,
12/20/2015,,84.2,66.62,,
12/20/2015,,84.1,66.76,,
12/20/2015,,84.4,66.33,,
12/20/2015,,82.5,66.83,,
12/19/2015,,80.3,66.12,,
12/19/2015,,81.9,65.81,,
12/19/2015,,81.7,65.26,,
12/19/2015,,84,66.69,,
12/19/2015,,81.6,67.25,,
12/19/2015,,82.5,67.78,,
12/19/2015,,83.2,67.98,,
12/19/2015,,86.3,68.11,,
12/19/2015,,86,67.39,,
12/19/2015,,86,66.53,,
12/19/2015,,86.7,68.11,,
12/19/2015,,79.7,68.11,,
12/19/2015,,86.1,68.03,,
12/19/2015,,84.2,68.3,,
12/19/2015,,85.2,68.23,,
12/19/2015,,85.9,68.21,,
12/19/2015,,85.6,68.27,,
12/19/2015,,85.3,68.53,,
12/19/2015,,82.1,68.67,,
12/19/2015,,81.7,68.93,,
12/19/2015,,81.9,68.7,,
12/19/2015,,82.1,67.06,,
12/19/2015,,83.1,69.1,,
12/19/2015,,83.6,67.23,,
12/18/2015,,82.3,69.07,,
12/18/2015,,80.1,69.14,,
12/18/2015,,87.9,69.67,,
12/18/2015,,87.5,68.68,,
12/18/2015,,87.7,68.68,,
12/18/2015,,87.3,68.54,,
12/18/2015,,85.3,67.96,,
12/18/2015,,79.2,65.33,,
12/18/2015,,83.4,66.13,,
12/18/2015,,82.4,66.21,,
12/18/2015,,83.9,66.47,,
12/18/2015,,84.2,65.96,,
12/18/2015,,84.4,66.49,,
12/18/2015,,85.5,65.1,,
12/18/2015,,85.7,65.49,,
12/18/2015,,86,64.1,,
12/18/2015,,84.6,64.43,,
12/18/2015,,84.6,63.84,,
12/18/2015,,85.4,62.92,,
12/18/2015,,85.9,62.32,,
12/18/2015,,84.8,61.86,,
12/18/2015,,82.1,60.48,,
12/18/2015,,82,60.21,,
12/18/2015,,83.2,58.83,,
12/17/2015,,82.9,59.82,,
12/17/2015,,80.4,59.58,,
12/17/2015,,80.6,59.45,,
12/17/2015,,80.7,58.65,,
12/17/2015,,78.9,57.83,,
12/17/2015,,78.7,57.04,,
12/17/2015,,73.1,54,,
12/17/2015,,71.4,54.13,,
12/17/2015,,75,53.21,,
12/17/2015,,75,52.75,,
12/17/2015,,75,52.55,,
12/17/2015,,72.4,52.03,,
12/17/2015,,69.51,50.41,,
12/17/2015,,69.11,50.47,,
12/17/2015,,70.8,50.77,,
12/17/2015,,70.9,50.64,,
12/17/2015,,71.1,50.84,,
12/17/2015,,73.2,50.77,,
12/17/2015,,71.2,51.76,,
12/17/2015,,71,51.16,,
12/17/2015,,73.1,51.46,,
12/17/2015,,71.6,51.26,,
12/17/2015,,72,51.66,,
12/17/2015,,71.4,51.1,,
12/16/2015,,71.3,50.38,,
12/16/2015,,70.3,50.18,,
12/16/2015,,71.3,50.13,,
12/16/2015,,67.77,50.08,,
12/16/2015,,299.3,50.57,,
12/16/2015,,72.8,50.38,,
12/16/2015,,71,51.16,,
12/16/2015,,75.9,51.81,,
12/16/2015,,73.1,51.6,,
12/16/2015,,75.4,51.89,,
12/16/2015,,75.5,52.03,,
12/16/2015,,75.3,51.99,,
12/16/2015,,76.5,51.34,,
12/16/2015,,75.8,51.47,,
12/16/2015,,74.3,51.14,,
12/16/2015,,70.5,51.67,,
12/16/2015,,70.5,51.47,,
12/16/2015,,69.74,51.54,,
12/16/2015,,71.4,51.54,,
12/16/2015,,64.17,51.87,,
12/16/2015,,70.3,51.93,,
12/16/2015,,66.78,51.74,,
12/16/2015,,71,51.93,,
12/16/2015,,64.55,52.13,,
12/15/2015,,66.85,51.56,,
12/15/2015,,67.77,51.19,,
12/15/2015,,68.03,51.41,,
12/15/2015,,67.18,52.04,,
12/15/2015,,66.91,52.13,,
12/15/2015,,67.83,52.53,,
12/15/2015,,69.04,52.5,,
12/15/2015,,69.04,52.75,,
12/15/2015,,69.3,52.55,,
12/15/2015,,68.38,53.07,,
12/15/2015,,71,52.75,,
12/15/2015,,71.1,52.55,,
12/15/2015,,70.6,52.95,,
12/15/2015,,71,53.17,,
12/15/2015,,71,53.17,,
12/15/2015,,70.7,53.18,,
12/15/2015,,72.5,53.38,,
12/15/2015,,73,53.24,,
12/15/2015,,73.1,53.96,,
12/15/2015,,73.4,53.83,,
12/15/2015,,73.7,53.79,,
12/15/2015,,73.7,53.74,,
12/15/2015,,73.4,53.54,,
12/15/2015,,73,53.74,,
12/14/2015,,73.3,53.41,,
12/14/2015,,72,53.54,,
12/14/2015,,72,53.87,,
12/14/2015,,72.3,53.71,,
12/14/2015,,72.5,53.6,,
12/14/2015,,74.5,54.74,,
12/14/2015,,74.7,54.32,,
12/14/2015,,75,54.78,,
12/14/2015,,75,55.05,,
12/14/2015,,72,54.82,,
12/14/2015,,71.2,55.05,,
12/14/2015,,299.3,55.12,,
12/14/2015,,72.1,54.93,,
12/14/2015,,68.55,55.12,,
12/14/2015,,65.28,54.99,,
12/14/2015,,68.1,55.12,,
12/14/2015,,70.8,55.12,,
12/14/2015,,69.34,55.19,,
12/14/2015,,74.7,55.39,,
12/14/2015,,74.3,55.19,,
12/14/2015,,68.69,55.46,,
12/14/2015,,71.3,56.05,,
12/14/2015,,70.8,55.85,,
12/14/2015,,68.55,56.64,,
12/13/2015,,68.16,56.41,,
12/13/2015,,63.54,54.31,,
12/13/2015,,63.87,52.66,,
12/13/2015,,64.2,52.86,,
12/13/2015,,63.67,52.03,,
12/13/2015,,61.34,52.55,,
12/13/2015,,60.68,53.08,,
12/13/2015,,58.32,53.08,,
12/13/2015,,59.24,53.08,,
12/13/2015,,66.13,52.36,,
12/13/2015,,63.5,53.01,,
12/13/2015,,63.12,53.21,,
12/13/2015,,60.06,53.15,,
12/13/2015,,63.34,53.69,,
12/13/2015,,59.68,54.04,,
12/13/2015,,59.96,53.85,,
12/13/2015,,59.51,54.04,,
12/13/2015,,52.11,54.37,,
12/13/2015,,62.27,54.31,,
12/13/2015,,59.85,53.58,,
12/13/2015,,55.39,53.19,,
12/13/2015,,60.37,53.99,,
12/13/2015,,55.98,54.31,,
12/13/2015,,58.54,52.73,,
12/12/2015,,55.91,51.74,,
12/12/2015,,57.81,52.33,,
12/12/2015,,55.26,50.95,,
12/12/2015,,53.91,50.15,,
12/12/2015,,53.77,49.29,,
12/12/2015,,52.65,48.41,,
12/12/2015,,54.67,48.07,,
12/12/2015,,54.53,48.53,,
12/12/2015,,53.64,48.53,,
12/12/2015,,51.8,48.6,,
12/12/2015,,51.93,48.6,,
12/12/2015,,51.94,48.8,,
12/12/2015,,52.99,48.93,,
12/12/2015,,53.31,49.06,,
12/12/2015,,55.06,49,,
12/12/2015,,52.17,49.26,,
12/12/2015,,52.69,49.12,,
12/12/2015,,53.47,49.13,,
12/12/2015,,51.4,49.49,,
12/12/2015,,56.13,49.42,,
12/12/2015,,56.64,49.5,,
12/12/2015,,56.53,49.63,,
12/12/2015,,54.69,49.63,,
12/12/2015,,53.81,49.17,,
12/11/2015,,49.82,49.3,,
12/11/2015,,49.29,48.77,,
12/11/2015,,51.26,49.23,,
12/11/2015,,50.01,49.43,,
12/11/2015,,55.87,49.43,,
12/11/2015,,50.17,48.6,,
12/11/2015,,54.54,49.06,,
12/11/2015,,54.01,49.12,,
12/11/2015,,53.77,49.19,,
12/11/2015,,50.62,49.26,,
12/11/2015,,50.75,49.39,,
12/11/2015,,51.15,49.32,,
12/11/2015,,48,49.41,,
12/11/2015,,48.46,49.47,,
12/11/2015,,53.25,49.59,,
12/11/2015,,49.64,50.05,,
12/11/2015,,49.05,49.98,,
12/11/2015,,48.33,49.85,,
12/11/2015,,53.25,49.99,,
12/11/2015,,51.82,50.06,,
12/11/2015,,52.88,50.22,,
12/11/2015,,54.21,49.23,,
12/11/2015,,54.86,49.69,,
12/11/2015,,47.06,49.89,,
12/10/2015,,49.95,49.96,,
12/10/2015,,52.24,49.57,,
12/10/2015,,51.19,49.85,,
12/10/2015,,49.16,47.99,,
12/10/2015,,43.32,48.39,,
12/10/2015,,45.23,46.21,,
12/10/2015,,43.72,44.82,,
12/10/2015,,41.82,44.56,,
12/10/2015,,43,44.09,,
12/10/2015,,43.32,42.77,,
12/10/2015,,39.72,41.79,,
12/10/2015,,45.16,41.93,,
12/10/2015,,32.38,40.08,,
12/10/2015,,35,39.42,,
12/10/2015,,43,39.48,,
12/10/2015,,41.69,39.54,,
12/10/2015,,41.62,39.67,,
12/10/2015,,38.54,39.8,,
12/10/2015,,41.88,39.63,,
12/10/2015,,41.16,39.96,,
12/10/2015,,39.33,39.96,,
12/10/2015,,37.49,39.9,,
12/10/2015,,34.47,39.67,,
12/10/2015,,41.03,39.94,,
12/9/2015,,32.11,39.54,,
12/9/2015,,37.49,39.67,,
12/9/2015,,37.23,39.68,,
12/9/2015,,299.3,39.94,,
12/9/2015,,299.3,39.74,,
12/9/2015,,299.3,39.54,,
12/9/2015,,299.3,40.14,,
12/9/2015,,299.3,40.47,,
12/9/2015,,299.3,40.47,,
12/9/2015,,299.3,40.15,,
12/9/2015,,299.3,39.52,,
12/9/2015,,33.45,37.98,,
12/9/2015,,34.96,40.29,,
12/9/2015,,30.37,40.16,,
12/9/2015,,37.07,39.89,,
12/9/2015,,36.75,40.09,,
12/9/2015,,37.66,40.49,,
12/9/2015,,34.91,,,
12/9/2015,,36.49,40.55,,
12/9/2015,,36.88,40.68,,
12/9/2015,,39.83,40.62,,
12/9/2015,,40.92,40.42,,
12/9/2015,,35.94,40.68,,
12/9/2015,,39.23,40.88,,
12/8/2015,,40.68,40.88,,
12/8/2015,,38.58,41.63,,
12/8/2015,,40.42,42.28,,
12/8/2015,,42.77,42.56,,
12/8/2015,,42.19,42.7,,
12/8/2015,,40.74,43.62,,
12/8/2015,,43.36,44.59,,
12/8/2015,,44.48,45.17,,
12/8/2015,,42.58,45.36,,
12/8/2015,,46.05,46.48,,
12/8/2015,,49,46.48,,
12/8/2015,,47.54,47.07,,
12/8/2015,,51.6,47.01,,
12/8/2015,,51.41,47.27,,
12/8/2015,,51.14,47.6,,
12/8/2015,,54.09,47.27,,
12/8/2015,,52.59,47.87,,
12/8/2015,,54.16,48.19,,
12/8/2015,,54.36,48.39,,
12/8/2015,,54.03,48.59,,
12/8/2015,,54.16,48.79,,
12/8/2015,,52.85,49.25,,
12/8/2015,,57.57,49.25,,
12/8/2015,,55.67,49.45,,
12/7/2015,,56.65,49.64,,
12/7/2015,,58.62,51.23,,
12/7/2015,,59.73,50.76,,
12/7/2015,,60.39,51.12,,
12/7/2015,,62.8,50,,
12/7/2015,,59.09,49.47,,
12/7/2015,,58.21,48.68,,
12/7/2015,,59.65,48.09,,
12/7/2015,,54.22,47.36,,
12/7/2015,,56.59,47.69,,
12/7/2015,,53.06,47.43,,
12/7/2015,,50.68,46.04,,
12/7/2015,,50.75,45.52,,
12/7/2015,,53.49,44.2,,
12/7/2015,,50.41,42.49,,
12/7/2015,,49.75,40.11,,
12/7/2015,,47.06,42.49,,
12/7/2015,,50.14,42.22,,
12/7/2015,,45.23,41.56,,
12/7/2015,,48.84,40.31,,
12/7/2015,,44.73,40.11,,
12/7/2015,,46.51,39.78,,
12/7/2015,,41.34,38.27,,
12/7/2015,,46.01,39.32,,
12/6/2015,,47.59,38.14,,
12/6/2015,,48.38,38.74,,
12/6/2015,,48.65,38.71,,
12/6/2015,,46.23,39.13,,
12/6/2015,,44.07,39.52,,
12/6/2015,,44.46,38.27,,
12/6/2015,,43.93,37.61,,
12/6/2015,,42.36,39.45,,
12/6/2015,,36.92,38.86,,
12/6/2015,,44.07,38.27,,
12/6/2015,,38.76,38,,
12/6/2015,,42.95,38.27,,
12/6/2015,,43.08,38,,
12/6/2015,,41.58,31.88,,
12/6/2015,,42.82,36.29,,
12/6/2015,,44.2,36.09,,
12/6/2015,,41.38,36.16,,
12/6/2015,,42.62,36.42,,
12/6/2015,,42.62,34.72,,
12/6/2015,,43.28,34.31,,
12/6/2015,,40.99,34.12,,
12/6/2015,,299.3,33.72,,
12/6/2015,,32.99,32.27,,
12/6/2015,,36.2,33.26,,
12/5/2015,,38.6,31.68,,
12/5/2015,,299.3,32.6,,
12/5/2015,,33.69,,,
12/5/2015,,31.46,30.49,,
12/5/2015,,35.59,29.83,,
12/5/2015,,29.1,28.12,,
12/5/2015,,33.95,22.56,,
12/5/2015,,28.18,28.21,,
12/5/2015,,32.69,27.41,,
12/5/2015,,32.77,27.15,,
12/5/2015,,31.12,26.76,,
12/5/2015,,31.68,27.26,,
12/5/2015,,31.54,27.24,,
12/5/2015,,32.37,27.39,,
12/5/2015,,31.45,27.4,,
12/5/2015,,31.03,27.39,,
12/5/2015,,299.3,27.39,,
12/5/2015,,31.22,27.38,,
12/5/2015,,299.3,27.81,,
12/5/2015,,299.3,27.55,,
12/5/2015,,299.3,27.55,,
12/5/2015,,26.34,27.94,,
12/5/2015,,28.31,27.57,,
12/5/2015,,27.66,27.59,,
12/4/2015,,33.03,26.87,,
12/4/2015,,33.29,27.2,,
12/4/2015,,26.61,26.14,,
12/4/2015,,34.47,24.96,,
12/4/2015,,31.26,25.73,,
12/4/2015,,32.9,26.96,,
12/4/2015,,30.15,27.35,,
12/4/2015,,32.9,27.38,,
12/4/2015,,34.47,26.39,,
12/4/2015,,27.66,24.79,,
12/4/2015,,30.28,26.1,,
12/4/2015,,31.46,26.49,,
12/4/2015,,27.46,26.19,,
12/4/2015,,21.89,25.88,,
12/4/2015,,20.38,25.35,,
12/4/2015,,32.11,26.27,,
12/4/2015,,29.1,26.41,,
12/4/2015,,28.97,26.54,,
12/4/2015,,27.79,25.75,,
12/4/2015,,25.05,25.22,,
12/4/2015,,22.18,23.39,,
12/4/2015,,30.76,23.13,,
12/4/2015,,31.35,24.21,,
12/4/2015,,31.02,23.55,,
12/3/2015,,31.02,23.16,,
12/3/2015,,29.97,23.16,,
12/3/2015,,30.7,22.89,,
12/3/2015,,30.3,22.04,,
12/3/2015,,31.55,23.29,,
12/3/2015,,31.48,23.68,,
12/3/2015,,31.94,23.95,,
12/3/2015,,32.07,23.82,,
12/3/2015,,32.92,23.95,,
12/3/2015,,32.92,24.21,,
12/3/2015,,33.38,24.61,,
12/3/2015,,33.12,24.21,,
12/3/2015,,33.78,21.84,,
12/3/2015,,33.64,23.29,,
12/3/2015,,32.6,22.23,,
12/3/2015,,32.79,22.37,,
12/3/2015,,33.38,22.5,,
12/3/2015,,31.94,22.3,,
12/3/2015,,31.88,21.9,,
12/3/2015,,32.8,22.76,,
12/3/2015,,33.12,22.63,,
12/3/2015,,34.43,23.02,,
12/3/2015,,32.79,23.16,,
12/3/2015,,35.22,22.76,,
12/2/2015,,34.96,23.02,,
12/2/2015,,34.82,22.17,,
12/2/2015,,34.69,21.82,,
12/2/2015,,33.91,21.61,,
12/2/2015,,35.55,19.72,,
12/2/2015,,35.74,23.24,,
12/2/2015,,35.81,23.01,,
12/2/2015,,36.53,23.13,,
12/2/2015,,37.12,22.28,,
12/2/2015,,37.38,21.66,,
12/2/2015,,37.71,22.71,,
12/2/2015,,37.51,22.85,,
12/2/2015,,27.84,22.19,,
12/2/2015,,29.78,20.47,,
12/2/2015,,30.99,21.79,,
12/2/2015,,28.53,17.31,,
12/2/2015,,28.6,19.35,,
12/2/2015,,27.99,19.82,,
12/2/2015,,17.75,19.49,,
12/2/2015,,21.52,18.69,,
12/2/2015,,25.78,18.23,,
12/2/2015,,27.61,18.37,,
12/2/2015,,29.06,18.63,,
12/2/2015,,26.7,18.5,,
12/1/2015,,26.11,18.21,,
12/1/2015,,25.85,18.08,,
12/1/2015,,26.7,17.8,,
12/1/2015,,26.96,17.26,,
12/1/2015,,27.94,17.73,,
12/1/2015,,27.66,18.5,,
12/1/2015,,26.8,18.2,,
12/1/2015,,28.18,18.06,,
12/1/2015,,27.85,18.32,,
12/1/2015,,28.05,18.27,,
12/1/2015,,26.48,18.28,,
12/1/2015,,28.71,18.54,,
12/1/2015,,29.5,18.67,,
12/1/2015,,29.36,18.29,,
12/1/2015,,28.84,18.52,,
12/1/2015,,27.52,18.31,,
12/1/2015,,27.59,18.41,,
12/1/2015,,27.92,18.27,,
12/1/2015,,27.85,18.4,,
12/1/2015,,27.85,18.54,,
12/1/2015,,28.18,18.43,,
12/1/2015,,28.57,18.52,,
12/1/2015,,28.13,18.32,,
12/1/2015,,28.4,18.1,,
11/30/2015,,28.53,17.75,,
11/30/2015,,27.88,16.88,,
11/30/2015,,27.16,16.4,,
11/30/2015,,28.4,17.05,,
11/30/2015,,28.52,17.08,,
11/30/2015,,28.97,18.45,,
11/30/2015,,27.92,18.06,,
11/30/2015,,29.36,18.32,,
11/30/2015,,28.97,18.45,,
11/30/2015,,28.97,18.19,,
11/30/2015,,28.7,18.19,,
11/30/2015,,29.1,18.08,,
11/30/2015,,29.36,17.76,,
11/30/2015,,29.24,17.43,,
11/30/2015,,28.72,18.17,,
11/30/2015,,28.52,18.1,,
11/30/2015,,27.22,18.37,,
11/30/2015,,28.27,18.17,,
11/30/2015,,27.16,18.23,,
11/30/2015,,29.19,18.37,,
11/30/2015,,29.37,18.63,,
11/30/2015,,28.93,17.97,,
11/30/2015,,28.66,18.12,,
11/30/2015,,29.02,17.77,,
11/29/2015,,27.79,16.91,,
11/29/2015,,25.82,16.82,,
11/29/2015,,28.62,16.89,,
11/29/2015,,28.36,16.86,,
11/29/2015,,28.23,16.63,,
11/29/2015,,28.61,18.67,,
11/29/2015,,29.19,18.43,,
11/29/2015,,29.19,18.23,,
11/29/2015,,29.45,18.63,,
11/29/2015,,27.81,18.5,,
11/29/2015,,29.84,18.23,,
11/29/2015,,28.27,18.1,,
11/29/2015,,28.93,18.63,,
11/29/2015,,28.79,18.37,,
11/29/2015,,29.32,18.89,,
11/29/2015,,29.71,19.29,,
11/29/2015,,29.06,18.23,,
11/29/2015,,29.32,18.63,,
11/29/2015,,29.32,18.69,,
11/29/2015,,29.58,18.63,,
11/29/2015,,29.45,18.69,,
11/29/2015,,29.58,18.63,,
11/29/2015,,29.91,18.37,,
11/29/2015,,29.67,18.28,,
11/28/2015,,28.43,17.59,,
11/28/2015,,27.57,16.66,,
11/28/2015,,28.87,16.82,,
11/28/2015,,29.36,17.71,,
11/28/2015,,29.32,17.78,,
11/28/2015,,30.56,18.89,,
11/28/2015,,29.84,18.5,,
11/28/2015,,30.37,18.76,,
